student_ID,course_ID,teacher_ID,date_ID,percentage_of_points,group_ID
354,3,13,122,0.68,12
355,3,13,122,0.34,12
356,3,13,122,0.74,12
357,3,13,122,0.75,12
358,3,13,122,0.4,12
359,3,13,122,0.55,12
360,3,13,122,0.54,12
271,3,13,153,0.81,10
272,3,13,153,0.19|0.51,10
273,3,13,153,0.49,10
274,3,13,153,0.76,10
275,3,13,153,0.02|0.91,10
276,3,13,153,0.69,10
277,3,13,153,0.52,10
278,3,13,153,0.33,10
279,3,13,153,0.57,10
280,3,13,153,0.04|0.28,10
281,3,13,153,0.68,10
282,3,13,153,0.96,10
283,3,13,153,0.71,10
284,3,13,153,0.61,10
285,3,13,153,0.3,10
286,3,13,153,0.52,10
287,3,13,153,0.04|0.37,10
288,3,13,153,0.67,10
289,3,13,153,0.24|0.23,10
290,3,13,153,0.53,10
291,3,13,153,0.79,10
292,3,13,153,0.31,10
293,3,13,153,0.72,10
294,3,13,153,0.72,10
295,3,13,153,0.09|0.22,10
296,3,13,153,0.76,10
297,3,13,153,0.13|0.93,10
298,3,13,153,0.93,10
299,3,13,153,0.35,10
300,3,13,153,0.82,10
301,3,13,153,0.72,11
302,3,13,153,0.06|0.45,11
303,3,13,153,0.37,11
304,3,13,153,0.52,11
305,3,13,153,0.74,11
306,3,13,153,0.53,11
307,3,13,153,0.38,11
308,3,13,153,0.33,11
309,3,13,153,0.01|0.51,11
310,3,13,153,0.32,11
311,3,13,153,0.58,11
312,3,13,153,0.81,11
313,3,13,153,0.86,11
314,3,13,153,0.81,11
315,3,13,153,0.3,11
316,3,13,153,0.14|0.01,11
317,3,13,153,0.93,11
318,3,13,153,0.78,11
319,3,13,153,0.74,11
320,3,13,153,0.53,11
321,3,13,153,0.87,11
322,3,13,153,0.67,11
323,3,13,153,0.82,11
324,3,13,153,0.88,11
325,3,13,153,0.27|0.75,11
326,3,13,153,0.92,11
327,3,13,153,0.88,11
328,3,13,153,0.85,11
329,3,13,153,0.86,11
330,3,13,153,0.87,11
331,3,13,153,0.13|0.14,12
332,3,13,153,0.65,12
333,3,13,153,0.47,12
334,3,13,153,0.46,12
335,3,13,153,0.24|0.93,12
336,3,13,153,0.37,12
337,3,13,153,0.23|0.29,12
338,3,13,153,0.53,12
339,3,13,153,0.19|0.98,12
340,3,13,153,0.18|0.62,12
341,3,13,153,0.85,12
342,3,13,153,0.58,12
343,3,13,153,0.81,12
344,3,13,153,0.78,12
345,3,13,153,0.79,12
346,3,13,153,0.76,12
347,3,13,153,0.74,12
348,3,13,153,0.11|0.27,12
349,3,13,153,0.44,12
350,3,13,153,0.68,12
351,3,13,153,0.61,12
352,3,13,153,0.31,12
353,3,13,153,0.83,12
354,3,13,153,0.4,12
355,3,13,153,0.3,12
356,3,13,153,0.93,12
357,3,13,153,0.36,12
358,3,13,153,0.08|0.54,12
359,3,13,153,0.53,12
360,3,13,153,0.71,12
271,3,13,181,0.61,10
272,3,13,181,0.05|0.76,10
273,3,13,181,0.55,10
274,3,13,181,0.53,10
275,3,13,181,0.8,10
276,3,13,181,0.08|0.17,10
277,3,13,181,0.46,10
278,3,13,181,0.96,10
279,3,13,181,0.77,10
280,3,13,181,0.5,10
281,3,13,181,0.21|0.92,10
282,3,13,181,0.12|0.83,10
283,3,13,181,0.2|0.6,10
284,3,13,181,0.66,10
285,3,13,181,0.5,10
286,3,13,181,0.69,10
287,3,13,181,0.54,10
288,3,13,181,0.4,10
289,3,13,181,0.61,10
290,3,13,181,0.78,10
291,3,13,181,0.52,10
292,3,13,181,0.26|0.96,10
293,3,13,181,0.44,10
294,3,13,181,0.01|0.74,10
295,3,13,181,0.17|0.81,10
296,3,13,181,0.5,10
297,3,13,181,0.77,10
298,3,13,181,0.03|0.92,10
299,3,13,181,0.14|0.09,10
300,3,13,181,0.68,10
301,3,13,181,0.74,11
302,3,13,181,0.46,11
303,3,13,181,0.67,11
304,3,13,181,0.22|0.11,11
305,3,13,181,0.86,11
306,3,13,181,0.01|0.85,11
307,3,13,181,0.82,11
308,3,13,181,0.46,11
309,3,13,181,0.87,11
310,3,13,181,0.63,11
311,3,13,181,0.07|0.9,11
312,3,13,181,0.73,11
313,3,13,181,0.69,11
314,3,13,181,0.01|0.21,11
315,3,13,181,0.48,11
316,3,13,181,0.54,11
317,3,13,181,0.21|0.74,11
318,3,13,181,0.35,11
319,3,13,181,0.78,11
320,3,13,181,0.18|0.8,11
321,3,13,181,0.08|0.18,11
322,3,13,181,0.16|0.97,11
323,3,13,181,0.47,11
324,3,13,181,0.99,11
325,3,13,181,0.13|0.2,11
326,3,13,181,0.01|0.18,11
327,3,13,181,0.33,11
328,3,13,181,0.33,11
329,3,13,181,0.72,11
330,3,13,181,0.25|0.92,11
331,3,13,181,0.01|0.55,12
332,3,13,181,0.9,12
333,3,13,181,0.8,12
334,3,13,181,0.36,12
335,3,13,181,0.83,12
336,3,13,181,0.67,12
337,3,13,181,0.42,12
338,3,13,181,0.21|0.68,12
339,3,13,181,0.21|0.74,12
340,3,13,181,0.6,12
341,3,13,181,0.34,12
342,3,13,181,0.92,12
343,3,13,181,0.58,12
344,3,13,181,0.17|0.62,12
345,3,13,181,0.08|0.88,12
346,3,13,181,0.44,12
347,3,13,181,0.38,12
348,3,13,181,0.37,12
349,3,13,181,0.35,12
350,3,13,181,0.51,12
351,3,13,181,0.59,12
352,3,13,181,0.7,12
353,3,13,181,0.91,12
354,3,13,181,0.71,12
355,3,13,181,0.91,12
356,3,13,181,0.58,12
357,3,13,181,0.52,12
358,3,13,181,0.25|0.29,12
359,3,13,181,0.91,12
360,3,13,181,0.61,12
271,3,13,212,0.28|0.94,10
272,3,13,212,0.19|0.47,10
273,3,13,212,0.29|0.14,10
274,3,13,212,0.73,10
275,3,13,212,0.49,10
276,3,13,212,0.21|0.16,10
277,3,13,212,0.59,10
278,3,13,212,0.15|0.61,10
279,3,13,212,0.31,10
280,3,13,212,0.61,10
281,3,13,212,0.14|0.49,10
282,3,13,212,0.84,10
283,3,13,212,0.08|0.62,10
284,3,13,212,0.97,10
285,3,13,212,0.9,10
286,3,13,212,0.93,10
287,3,13,212,0.78,10
288,3,13,212,0.72,10
289,3,13,212,0.53,10
290,3,13,212,0.37,10
291,3,13,212,0.81,10
292,3,13,212,0.53,10
293,3,13,212,0.55,10
294,3,13,212,0.43,10
295,3,13,212,0.17|0.93,10
296,3,13,212,0.29|0.13,10
297,3,13,212,0.55,10
298,3,13,212,0.79,10
299,3,13,212,0.22|0.49,10
300,3,13,212,0.65,10
301,3,13,212,0.4,11
302,3,13,212,0.87,11
303,3,13,212,0.85,11
304,3,13,212,0.4,11
305,3,13,212,0.47,11
306,3,13,212,0.95,11
307,3,13,212,0.38,11
308,3,13,212,0.78,11
309,3,13,212,0.83,11
310,3,13,212,0.25|0.35,11
311,3,13,212,0.18|0.54,11
312,3,13,212,0.4,11
313,3,13,212,0.27|0.12,11
314,3,13,212,0.31,11
315,3,13,212,0.47,11
316,3,13,212,0.12|0.96,11
317,3,13,212,0.79,11
318,3,13,212,0.8,11
319,3,13,212,0.94,11
320,3,13,212,0.38,11
321,3,13,212,0.9,11
322,3,13,212,0.47,11
323,3,13,212,0.39,11
324,3,13,212,0.05|0.3,11
325,3,13,212,0.03|0.63,11
326,3,13,212,0.5,11
327,3,13,212,0.37,11
328,3,13,212,0.24|0.12,11
329,3,13,212,0.81,11
330,3,13,212,0.1|0.62,11
331,3,13,212,0.06|0.85,12
332,3,13,212,0.05|0.4,12
333,3,13,212,0.05|0.29,12
334,3,13,212,0.74,12
335,3,13,212,0.77,12
336,3,13,212,0.02|0.51,12
337,3,13,212,0.89,12
338,3,13,212,0.87,12
339,3,13,212,0.79,12
340,3,13,212,0.17|0.4,12
341,3,13,212,0.17|0.45,12
342,3,13,212,0.7,12
343,3,13,212,0.15|0.73,12
344,3,13,212,0.58,12
345,3,13,212,0.29|0.49,12
346,3,13,212,0.98,12
347,3,13,212,0.58,12
348,3,13,212,0.36,12
349,3,13,212,0.48,12
350,3,13,212,0.37,12
351,3,13,212,0.02|0.74,12
352,3,13,212,0.59,12
353,3,13,212,0.15|0.1,12
354,3,13,212,0.73,12
355,3,13,212,0.82,12
356,3,13,212,0.38,12
357,3,13,212,0.18|0.04,12
358,3,13,212,0.15|0.48,12
359,3,13,212,0.58,12
360,3,13,212,0.47,12
271,3,13,242,0.92,10
272,3,13,242,0.37,10
273,3,13,242,0.77,10
274,3,13,242,0.49,10
275,3,13,242,0.93,10
276,3,13,242,0.93,10
277,3,13,242,0.8,10
278,3,13,242,0.49,10
279,3,13,242,0.69,10
280,3,13,242,0.76,10
281,3,13,242,0.88,10
282,3,13,242,0.82,10
283,3,13,242,0.54,10
284,3,13,242,0.12|0.87,10
285,3,13,242,0.47,10
286,3,13,242,0.76,10
287,3,13,242,0.6,10
288,3,13,242,0.95,10
289,3,13,242,0.76,10
290,3,13,242,0.03|0.71,10
291,3,13,242,0.06|0.54,10
292,3,13,242,0.67,10
293,3,13,242,0.91,10
294,3,13,242,0.36,10
295,3,13,242,0.73,10
296,3,13,242,0.72,10
297,3,13,242,0.65,10
298,3,13,242,0.7,10
299,3,13,242,0.49,10
300,3,13,242,0.75,10
301,3,13,242,0.34,11
302,3,13,242,0.18|0.41,11
303,3,13,242,0.16|0.95,11
304,3,13,242,0.63,11
305,3,13,242,0.07|0.99,11
306,3,13,242,0.9,11
307,3,13,242,0.26|0.64,11
308,3,13,242,0.75,11
309,3,13,242,0.69,11
310,3,13,242,0.61,11
311,3,13,242,0.39,11
312,3,13,242,0.87,11
313,3,13,242,0.99,11
314,3,13,242,0.74,11
315,3,13,242,0.44,11
316,3,13,242,0.34,11
317,3,13,242,0.58,11
318,3,13,242,0.94,11
319,3,13,242,0.33,11
320,3,13,242,0.45,11
321,3,13,242,0.77,11
322,3,13,242,0.38,11
323,3,13,242,0.6,11
324,3,13,242,0.15|0.76,11
325,3,13,242,0.05|0.63,11
326,3,13,242,0.39,11
327,3,13,242,0.76,11
328,3,13,242,0.18|0.04,11
329,3,13,242,0.8,11
330,3,13,242,0.46,11
331,3,13,242,0.68,12
332,3,13,242,0.65,12
333,3,13,242,0.9,12
334,3,13,242,0.79,12
335,3,13,242,0.43,12
336,3,13,242,0.97,12
337,3,13,242,0.09|0.99,12
338,3,13,242,0.2|0.19,12
339,3,13,242,0.83,12
340,3,13,242,0.89,12
341,3,13,242,0.46,12
342,3,13,242,0.28|0.49,12
343,3,13,242,0.61,12
344,3,13,242,0.39,12
345,3,13,242,0.34,12
346,3,13,242,0.41,12
347,3,13,242,0.49,12
348,3,13,242,0.85,12
349,3,13,242,0.91,12
350,3,13,242,0.69,12
351,3,13,242,0.53,12
352,3,13,242,0.75,12
353,3,13,242,0.8,12
354,3,13,242,0.27|0.19,12
355,3,13,242,0.62,12
356,3,13,242,0.66,12
357,3,13,242,0.18|0.77,12
358,3,13,242,0.89,12
359,3,13,242,0.66,12
360,3,13,242,0.67,12
271,3,13,273,0.05|0.6,10
272,3,13,273,0.53,10
273,3,13,273,0.83,10
274,3,13,273,0.35,10
275,3,13,273,0.96,10
276,3,13,273,0.65,10
277,3,13,273,0.79,10
278,3,13,273,0.8,10
279,3,13,273,0.89,10
280,3,13,273,0.83,10
281,3,13,273,0.11|0.6,10
282,3,13,273,0.01|0.56,10
283,3,13,273,0.24|0.01,10
284,3,13,273,0.41,10
285,3,13,273,0.02|0.87,10
286,3,13,273,0.29|0.26,10
287,3,13,273,0.54,10
288,3,13,273,0.74,10
289,3,13,273,0.33,10
290,3,13,273,0.91,10
291,3,13,273,0.13|0.22,10
292,3,13,273,0.54,10
293,3,13,273,0.17|0.76,10
294,3,13,273,0.66,10
295,3,13,273,0.48,10
296,3,13,273,0.9,10
297,3,13,273,0.59,10
298,3,13,273,0.42,10
299,3,13,273,0.12|0.49,10
300,3,13,273,0.55,10
301,3,13,273,0.29|0.87,11
302,3,13,273,0.79,11
303,3,13,273,0.66,11
304,3,13,273,0.68,11
305,3,13,273,0.08|0.43,11
306,3,13,273,0.69,11
307,3,13,273,0.22|0.57,11
308,3,13,273,0.83,11
309,3,13,273,0.28|0.57,11
310,3,13,273,0.42,11
311,3,13,273,0.89,11
312,3,13,273,0.58,11
313,3,13,273,0.43,11
314,3,13,273,0.7,11
315,3,13,273,0.47,11
316,3,13,273,0.65,11
317,3,13,273,0.05|0.28,11
318,3,13,273,0.55,11
319,3,13,273,0.93,11
320,3,13,273,0.8,11
321,3,13,273,0.04|0.61,11
322,3,13,273,0.19|0.63,11
323,3,13,273,0.31,11
324,3,13,273,0.53,11
325,3,13,273,0.12|0.38,11
326,3,13,273,0.35,11
327,3,13,273,0.96,11
328,3,13,273,0.04|0.15,11
329,3,13,273,0.52,11
330,3,13,273,0.28|0.11,11
331,3,13,273,0.33,12
332,3,13,273,0.55,12
333,3,13,273,0.78,12
334,3,13,273,0.63,12
335,3,13,273,0.14|0.78,12
336,3,13,273,0.18|0.4,12
337,3,13,273,0.54,12
338,3,13,273,0.4,12
339,3,13,273,0.61,12
340,3,13,273,0.46,12
341,3,13,273,0.85,12
342,3,13,273,0.89,12
343,3,13,273,0.34,12
344,3,13,273,0.33,12
345,3,13,273,0.91,12
346,3,13,273,0.37,12
347,3,13,273,0.45,12
348,3,13,273,0.53,12
349,3,13,273,0.96,12
350,3,13,273,0.47,12
351,3,13,273,0.91,12
352,3,13,273,0.93,12
353,3,13,273,0.32,12
354,3,13,273,0.01|0.27,12
355,3,13,273,0.5,12
356,3,13,273,0.84,12
357,3,13,273,0.62,12
358,3,13,273,0.1|0.14,12
359,3,13,273,0.14|0.44,12
360,3,13,273,0.59,12
271,3,13,303,0.63,10
272,3,13,303,0.82,10
273,3,13,303,0.19|0.05,10
274,3,13,303,0.16|0.1,10
275,3,13,303,0.53,10
276,3,13,303,0.28|0.22,10
277,3,13,303,0.47,10
278,3,13,303,0.78,10
279,3,13,303,0.4,10
280,3,13,303,0.78,10
281,3,13,303,0.43,10
282,3,13,303,0.42,10
283,3,13,303,0.67,10
284,3,13,303,0.03|0.13,10
285,3,13,303,0.54,10
286,3,13,303,0.18|0.92,10
287,3,13,303,0.33,10
288,3,13,303,0.18|0.48,10
289,3,13,303,0.77,10
290,3,13,303,0.11|0.48,10
291,3,13,303,0.41,10
292,3,13,303,0.1|0.03,10
293,3,13,303,0.48,10
294,3,13,303,0.73,10
295,3,13,303,0.5,10
296,3,13,303,0.74,10
297,3,13,303,0.55,10
298,3,13,303,0.81,10
299,3,13,303,0.18|0.51,10
300,3,13,303,0.52,10
301,3,13,303,0.89,11
302,3,13,303,0.68,11
303,3,13,303,0.75,11
304,3,13,303,0.5,11
305,3,13,303,0.9,11
306,3,13,303,0.66,11
307,3,13,303,0.95,11
308,3,13,303,0.58,11
309,3,13,303,0.42,11
310,3,13,303,0.89,11
311,3,13,303,0.63,11
312,3,13,303,0.9,11
313,3,13,303,0.8,11
314,3,13,303,0.02|0.49,11
315,3,13,303,0.45,11
316,3,13,303,0.19|0.21,11
317,3,13,303,0.38,11
318,3,13,303,0.84,11
319,3,13,303,0.8,11
320,3,13,303,0.79,11
321,3,13,303,0.43,11
322,3,13,303,0.69,11
323,3,13,303,0.28|0.44,11
324,3,13,303,0.18|0.55,11
325,3,13,303,0.97,11
326,3,13,303,0.48,11
327,3,13,303,0.85,11
328,3,13,303,0.6,11
329,3,13,303,0.9,11
330,3,13,303,0.3,11
331,3,13,303,0.5,12
332,3,13,303,0.26|0.5,12
333,3,13,303,0.29|0.06,12
334,3,13,303,0.62,12
335,3,13,303,0.43,12
336,3,13,303,0.8,12
337,3,13,303,0.57,12
338,3,13,303,0.14|0.63,12
339,3,13,303,0.93,12
340,3,13,303,0.02|0.99,12
341,3,13,303,0.08|0.5,12
342,3,13,303,0.09|0.43,12
343,3,13,303,0.63,12
344,3,13,303,0.72,12
345,3,13,303,0.93,12
346,3,13,303,0.14|0.56,12
347,3,13,303,0.86,12
348,3,13,303,0.68,12
349,3,13,303,0.94,12
350,3,13,303,0.35,12
351,3,13,303,0.88,12
352,3,13,303,0.76,12
353,3,13,303,0.88,12
354,3,13,303,0.93,12
355,3,13,303,0.74,12
356,3,13,303,0.98,12
357,3,13,303,0.93,12
358,3,13,303,0.77,12
359,3,13,303,0.73,12
360,3,13,303,0.16|0.32,12
271,4,14,30,0.94,10
272,4,14,30,0.98,10
273,4,14,30,0.25|0.85,10
274,4,14,30,0.77,10
275,4,14,30,0.33,10
276,4,14,30,0.85,10
277,4,14,30,0.19|0.04,10
278,4,14,30,0.31,10
279,4,14,30,0.15|0.58,10
280,4,14,30,0.72,10
281,4,14,30,0.73,10
282,4,14,30,0.3,10
283,4,14,30,0.2|0.6,10
284,4,14,30,0.66,10
285,4,14,30,0.33,10
286,4,14,30,0.89,10
287,4,14,30,0.16|0.2,10
288,4,14,30,0.04|0.82,10
289,4,14,30,0.94,10
290,4,14,30,0.02|0.25,10
291,4,14,30,0.03|0.27,10
292,4,14,30,0.93,10
293,4,14,30,0.89,10
294,4,14,30,0.48,10
295,4,14,30,0.14|0.93,10
296,4,14,30,0.5,10
297,4,14,30,0.92,10
298,4,14,30,0.17|0.01,10
299,4,14,30,0.11|0.66,10
300,4,14,30,0.51,10
301,4,14,30,0.22|0.42,11
302,4,14,30,0.53,11
303,4,14,30,0.45,11
304,4,14,30,0.79,11
305,4,14,30,0.61,11
306,4,14,30,0.44,11
307,4,14,30,0.86,11
308,4,14,30,0.7,11
309,4,14,30,0.5,11
310,4,14,30,0.34,11
311,4,14,30,0.26|0.16,11
312,4,14,30,0.21|0.57,11
313,4,14,30,0.38,11
314,4,14,30,0.62,11
315,4,14,30,0.81,11
316,4,14,30,0.04|0.95,11
317,4,14,30,0.2|0.68,11
318,4,14,30,0.12|0.5,11
319,4,14,30,0.55,11
320,4,14,30,0.75,11
321,4,14,30,0.76,11
322,4,14,30,0.97,11
323,4,14,30,0.57,11
324,4,14,30,0.11|0.73,11
325,4,14,30,0.2|0.22,11
326,4,14,30,0.87,11
327,4,14,30,0.64,11
328,4,14,30,0.08|0.54,11
329,4,14,30,0.62,11
330,4,14,30,0.58,11
331,4,14,30,0.87,12
332,4,14,30,0.7,12
333,4,14,30,0.44,12
334,4,14,30,0.01|0.5,12
335,4,14,30,0.77,12
336,4,14,30,0.74,12
337,4,14,30,0.44,12
338,4,14,30,0.74,12
339,4,14,30,0.54,12
340,4,14,30,0.99,12
341,4,14,30,0.82,12
342,4,14,30,0.14|0.88,12
343,4,14,30,0.76,12
344,4,14,30,0.02|0.63,12
345,4,14,30,0.07|0.17,12
346,4,14,30,0.88,12
347,4,14,30,0.76,12
348,4,14,30,0.69,12
349,4,14,30,0.05|0.02,12
350,4,14,30,0.43,12
351,4,14,30,0.43,12
352,4,14,30,0.83,12
353,4,14,30,0.28|0.21,12
354,4,14,30,0.49,12
355,4,14,30,0.03|0.61,12
356,4,14,30,0.17|0.44,12
357,4,14,30,0.96,12
358,4,14,30,0.89,12
359,4,14,30,0.93,12
360,4,14,30,0.56,12
271,4,14,61,0.65,10
272,4,14,61,0.36,10
273,4,14,61,0.35,10
274,4,14,61,0.1|0.99,10
275,4,14,61,0.67,10
276,4,14,61,0.29|0.94,10
277,4,14,61,0.54,10
278,4,14,61,0.28|0.24,10
279,4,14,61,0.36,10
280,4,14,61,0.06|0.54,10
281,4,14,61,0.61,10
282,4,14,61,0.47,10
283,4,14,61,0.8,10
284,4,14,61,0.85,10
285,4,14,61,0.68,10
286,4,14,61,0.97,10
287,4,14,61,0.44,10
288,4,14,61,0.69,10
289,4,14,61,0.8,10
290,4,14,61,0.66,10
291,4,14,61,0.25|0.77,10
292,4,14,61,0.35,10
293,4,14,61,0.8,10
294,4,14,61,0.07|0.97,10
295,4,14,61,0.22|0.71,10
296,4,14,61,0.22|0.05,10
297,4,14,61,0.31,10
298,4,14,61,0.73,10
299,4,14,61,0.69,10
300,4,14,61,0.61,10
301,4,14,61,0.83,11
302,4,14,61,0.77,11
303,4,14,61,0.49,11
304,4,14,61,0.23|0.37,11
305,4,14,61,0.86,11
306,4,14,61,0.67,11
307,4,14,61,0.71,11
308,4,14,61,0.36,11
309,4,14,61,0.59,11
310,4,14,61,0.61,11
311,4,14,61,0.44,11
312,4,14,61,0.91,11
313,4,14,61,0.04|0.79,11
314,4,14,61,0.15|0.18,11
315,4,14,61,0.25|0.33,11
316,4,14,61,0.44,11
317,4,14,61,0.84,11
318,4,14,61,0.69,11
319,4,14,61,0.22|0.27,11
320,4,14,61,0.13|0.66,11
321,4,14,61,0.92,11
322,4,14,61,0.89,11
323,4,14,61,0.24|0.84,11
324,4,14,61,0.62,11
325,4,14,61,0.86,11
326,4,14,61,0.81,11
327,4,14,61,0.12|0.07,11
328,4,14,61,0.86,11
329,4,14,61,0.54,11
330,4,14,61,0.91,11
331,4,14,61,0.58,12
332,4,14,61,0.25|0.17,12
333,4,14,61,0.32,12
334,4,14,61,0.76,12
335,4,14,61,0.35,12
336,4,14,61,0.91,12
337,4,14,61,0.5,12
338,4,14,61,0.04|0.27,12
339,4,14,61,0.32,12
340,4,14,61,0.96,12
341,4,14,61,0.28|0.62,12
342,4,14,61,0.99,12
343,4,14,61,0.4,12
344,4,14,61,0.71,12
345,4,14,61,0.57,12
346,4,14,61,0.77,12
347,4,14,61,0.74,12
348,4,14,61,0.84,12
349,4,14,61,0.45,12
350,4,14,61,0.46,12
351,4,14,61,0.36,12
352,4,14,61,0.24|0.35,12
353,4,14,61,0.88,12
354,4,14,61,0.13|0.61,12
355,4,14,61,0.78,12
356,4,14,61,0.97,12
357,4,14,61,0.21|0.93,12
358,4,14,61,0.62,12
359,4,14,61,0.07|0.67,12
360,4,14,61,0.34,12
271,4,14,91,0.73,10
272,4,14,91,0.69,10
273,4,14,91,0.64,10
274,4,14,91,0.64,10
275,4,14,91,0.58,10
276,4,14,91,0.12|0.6,10
277,4,14,91,0.75,10
278,4,14,91,0.49,10
279,4,14,91,0.86,10
280,4,14,91,0.48,10
281,4,14,91,0.2|0.37,10
282,4,14,91,0.39,10
283,4,14,91,0.25|0.37,10
284,4,14,91,0.43,10
285,4,14,91,0.91,10
286,4,14,91,0.82,10
287,4,14,91,0.76,10
288,4,14,91,0.05|0.46,10
289,4,14,91,0.72,10
290,4,14,91,0.38,10
291,4,14,91,0.81,10
292,4,14,91,0.52,10
293,4,14,91,0.71,10
294,4,14,91,0.11|0.99,10
295,4,14,91,0.18|0.57,10
296,4,14,91,0.13|0.7,10
297,4,14,91,0.91,10
298,4,14,91,0.45,10
299,4,14,91,0.11|0.97,10
300,4,14,91,0.14|0.61,10
301,4,14,91,0.87,11
302,4,14,91,0.91,11
303,4,14,91,0.95,11
304,4,14,91,0.33,11
305,4,14,91,0.98,11
306,4,14,91,0.92,11
307,4,14,91,0.8,11
308,4,14,91,0.93,11
309,4,14,91,0.19|0.59,11
310,4,14,91,0.61,11
311,4,14,91,0.77,11
312,4,14,91,0.61,11
313,4,14,91,0.21|0.83,11
314,4,14,91,0.85,11
315,4,14,91,0.7,11
316,4,14,91,0.52,11
317,4,14,91,0.07|0.94,11
318,4,14,91,0.18|0.71,11
319,4,14,91,0.88,11
320,4,14,91,0.28|0.51,11
321,4,14,91,0.44,11
322,4,14,91,0.78,11
323,4,14,91,0.11|0.07,11
324,4,14,91,0.24|0.95,11
325,4,14,91,0.86,11
326,4,14,91,0.89,11
327,4,14,91,0.4,11
328,4,14,91,0.45,11
329,4,14,91,0.07|0.97,11
330,4,14,91,0.63,11
331,4,14,91,0.69,12
332,4,14,91,0.72,12
333,4,14,91,0.53,12
334,4,14,91,0.13|0.19,12
335,4,14,91,0.55,12
336,4,14,91,0.4,12
337,4,14,91,0.25|0.65,12
338,4,14,91,0.05|0.48,12
339,4,14,91,0.56,12
340,4,14,91,0.32,12
341,4,14,91,0.44,12
342,4,14,91,0.46,12
343,4,14,91,0.29|0.19,12
344,4,14,91,0.18|0.42,12
345,4,14,91,0.26|0.97,12
346,4,14,91,0.29|0.5,12
347,4,14,91,0.54,12
348,4,14,91,0.39,12
349,4,14,91,0.07|0.38,12
350,4,14,91,0.97,12
351,4,14,91,0.63,12
352,4,14,91,0.17|0.81,12
353,4,14,91,0.75,12
354,4,14,91,0.47,12
355,4,14,91,0.76,12
356,4,14,91,0.91,12
357,4,14,91,0.15|0.36,12
358,4,14,91,0.88,12
359,4,14,91,0.09|0.58,12
360,4,14,91,0.24|0.79,12
271,4,14,122,0.32,10
272,4,14,122,0.86,10
273,4,14,122,0.94,10
274,4,14,122,0.84,10
275,4,14,122,0.04|0.31,10
276,4,14,122,0.21|0.3,10
277,4,14,122,0.72,10
278,4,14,122,0.51,10
279,4,14,122,0.84,10
280,4,14,122,0.31,10
281,4,14,122,0.37,10
282,4,14,122,0.98,10
283,4,14,122,0.19|0.89,10
284,4,14,122,0.99,10
285,4,14,122,0.92,10
286,4,14,122,0.98,10
287,4,14,122,0.14|0.31,10
288,4,14,122,0.74,10
289,4,14,122,0.37,10
290,4,14,122,0.52,10
291,4,14,122,0.23|0.58,10
292,4,14,122,0.05|0.71,10
293,4,14,122,0.1|0.88,10
294,4,14,122,0.01|0.26,10
295,4,14,122,0.21|0.35,10
296,4,14,122,0.95,10
297,4,14,122,0.63,10
298,4,14,122,0.12|0.44,10
299,4,14,122,0.52,10
300,4,14,122,0.51,10
301,4,14,122,0.77,11
302,4,14,122,0.89,11
303,4,14,122,0.46,11
304,4,14,122,0.13|0.5,11
305,4,14,122,0.17|0.63,11
306,4,14,122,0.13|0.36,11
307,4,14,122,0.1|0.64,11
308,4,14,122,0.05|0.93,11
309,4,14,122,0.91,11
310,4,14,122,0.78,11
311,4,14,122,0.83,11
312,4,14,122,0.61,11
313,4,14,122,0.73,11
314,4,14,122,0.44,11
315,4,14,122,0.88,11
316,4,14,122,0.88,11
317,4,14,122,0.81,11
318,4,14,122,0.64,11
319,4,14,122,0.69,11
320,4,14,122,0.64,11
321,4,14,122,0.14|0.51,11
322,4,14,122,0.21|0.92,11
323,4,14,122,0.95,11
324,4,14,122,0.72,11
325,4,14,122,0.55,11
326,4,14,122,0.16|0.88,11
327,4,14,122,0.35,11
328,4,14,122,0.53,11
329,4,14,122,0.69,11
330,4,14,122,0.47,11
331,4,14,122,0.16|0.24,12
332,4,14,122,0.64,12
333,4,14,122,0.3,12
334,4,14,122,0.52,12
335,4,14,122,0.32,12
336,4,14,122,0.51,12
337,4,14,122,0.43,12
338,4,14,122,0.29|0.63,12
339,4,14,122,0.08|0.2,12
340,4,14,122,0.06|0.99,12
341,4,14,122,0.12|0.09,12
342,4,14,122,0.39,12
343,4,14,122,0.37,12
344,4,14,122,0.45,12
345,4,14,122,0.03|0.37,12
346,4,14,122,0.7,12
347,4,14,122,0.88,12
348,4,14,122,0.06|0.07,12
349,4,14,122,0.87,12
350,4,14,122,0.88,12
351,4,14,122,0.85,12
352,4,14,122,0.35,12
353,4,14,122,0.49,12
354,4,14,122,0.75,12
355,4,14,122,0.19|0.12,12
356,4,14,122,0.07|0.99,12
357,4,14,122,0.08|0.72,12
358,4,14,122,0.38,12
359,4,14,122,0.27|0.78,12
360,4,14,122,0.11|0.99,12
271,4,14,153,0.09|0.46,10
272,4,14,153,0.47,10
273,4,14,153,0.99,10
274,4,14,153,0.65,10
275,4,14,153,0.93,10
276,4,14,153,0.78,10
277,4,14,153,0.26|0.3,10
278,4,14,153,0.15|0.64,10
279,4,14,153,0.87,10
280,4,14,153,0.03|0.26,10
281,4,14,153,0.36,10
282,4,14,153,0.8,10
283,4,14,153,0.39,10
284,4,14,153,0.74,10
285,4,14,153,0.54,10
286,4,14,153,0.43,10
287,4,14,153,0.36,10
288,4,14,153,0.33,10
289,4,14,153,0.71,10
